x,y
0.0,-0.05374555652425164
0.05263157894736842,0.26210857509311747
0.10526315789473684,0.604743332945852
0.15789473684210525,0.6269387209804125
0.21052631578947367,0.8959721365777493
0.2631578947368421,1.2219237329198094
0.3157894736842105,0.8341096083104758
0.3684210526315789,0.7498316632027195
0.42105263157894735,0.49427699194242625
0.47368421052631576,0.22732034600942286
0.5263157894736842,-0.18618828733130013
0.5789473684210527,-0.39038090792792557
0.631578947368421,-0.6199915202780705
0.6842105263157894,-1.0343110038055698
0.7368421052631579,-0.8819144712130732
0.7894736842105263,-1.0577290241001043
0.8421052631578947,-0.792969804274718
0.894736842105263,-0.5813359702262062
0.9473684210526315,-0.44747004129988466
1.0,-0.07257744903769711
